id	raw_text	normalized_text	speaker_id	split	raw_ner	normalized_ner
20140414-0900-PLENARY-18-en_20140414-21:25:23_24	So my report on creating a hospitable environment for business covers a number of areas.	' so my report on creating a hospitable environment for business covers a number of areas.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_22		small businesses create eighty five per cent of all new jobs in europe and employ two thirds of the workforce.	111011	fine-tune	[]	[['CARDINAL', 82, 10], ['LOC', 64, 6], ['PERCENT', 24, 20]]
20140414-0900-PLENARY-18-en_20140414-21:25:23_26	Skills to compete and succeed globally, we need a workforce with the skills that the market needs.	skills to compete and succeed globally we need a workforce with the skills that the market needs.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_28	We must recognise that some businesses fail, but those with the courage and vision to have started them have learned from the experience and should not be written off.	we must recognise that some businesses fail but those with the courage and vision to have started them have learned from the experience and should not be written off.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_11	And I would like to pay tribute to an organisation which speaks on behalf of SMEs.	and i would like to pay tribute to an organisation which speaks on behalf of smes.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_33	Improved quality control and shorter lead times make the case for reshoring even stronger.	improved quality control and shorter lead times make the case for reshoring even stronger.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_17	It is exciting, inspiring and challenging to set up your own business and to contribute to the economy.	it is exciting inspiring and challenging to set up your own business and to contribute to the economy.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_35	I hope that colleagues will support this report as an important step forward to creating a more hospitable environment for job creation in Europe and I look forward to the debate ahead.	i hope that colleagues will support this report as an important step forward to creating a more hospitable environment for job creation in europe and i look forward to the debate ahead.	111011	fine-tune	[['LOC', 139, 6]]	[['LOC', 139, 6]]
20140414-0900-PLENARY-18-en_20140414-21:25:23_2	This, of course, should not come at the expense of workers' health and safety and that is something I would like to clarify before we go any further in this debate.	this of course should not come at the expense of workers' health and safety and that is something i would like to clarify before we go any further in this debate.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_4	By making it simpler and easier to understand and implement regulations, we increase compliance and safety.	by making it simpler and easier to understand and implement regulations we increase compliance and safety.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_8	I think it is fair to say that we have managed to strike a good balance.	i think it is fair to say that we have managed to strike a good balance.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_9	We have reached agreement on a number of issues, including how the EU and Member States can improve access to finance, promote entrepreneurship and develop better regulation.	we have reached agreement on a number of issues including how the eu and member states can improve access to finance promote entrepreneurship and develop better regulation.	111011	fine-tune	[['GPE', 67, 2]]	[['GPE', 66, 2]]
20140414-0900-PLENARY-18-en_20140414-21:25:23_1	I believe all of us here can agree that in order to address unemployment levels in Europe we need to look at new, innovative ways in which the EU can contribute to creating an environment that supports businesses and gives them confidence to invest and grow.	i believe all of us here can agree that in order to address unemployment levels in europe we need to look at new innovative ways in which the eu can contribute to creating an environment that supports businesses and gives them confidence to invest and grow.	111011	fine-tune	[['GPE', 143, 2], ['LOC', 83, 6]]	[['GPE', 142, 2], ['LOC', 83, 6]]
20140414-0900-PLENARY-18-en_20140414-21:25:23_7	Initially with the Small Businesses Act and, more recently, the think small first' principle, the SME test, the REFIT programme and the Top Ten initiative, which has identified the top ten most burdensome EU laws for SMEs. While acknowledging the broad spectrum of political views on some of the issues addressed in this report,	initially with the small businesses act and more recently the think small first' principle the sme test the refit programme and the top ten initiative which has identified the top ten most burdensome eu laws for smes. while acknowledging the broad spectrum of political views on some of the issues addressed in this report	111011	fine-tune	[['GPE', 205, 2], ['CARDINAL', 185, 3], ['ORDINAL', 76, 5], ['LAW', 19, 20]]	[['GPE', 200, 2], ['CARDINAL', 180, 3], ['ORDINAL', 74, 5], ['LAW', 19, 20]]
20140414-0900-PLENARY-18-en_20140414-21:25:23_3	My ambition is not to reduce the protection of workers or their rights, but it is to reduce the red tape.	my ambition is not to reduce the protection of workers or their rights but it is to reduce the red tape.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_5	We must create the right regulatory environment, one that will protect workers but at the same time will allow businesses to grow, innovate and ultimately create jobs here in Europe.	we must create the right regulatory environment one that will protect workers but at the same time will allow businesses to grow innovate and ultimately create jobs here in europe.	111011	fine-tune	[['LOC', 175, 6]]	[['LOC', 173, 6]]
20140414-0900-PLENARY-18-en_20140414-21:25:23_29	The report covers demographics, market access, finance, labour markets, SMEs and micro enterprises and better regulation.	the report covers demographics market access finance labour markets smes and micro enterprises and better regulation.	111011	fine-tune	None	None
20140414-0900-PLENARY-18-en_20140414-21:25:23_10	The roots of this report are based on the fact that SMEs and micro enterprises currently provide 90 million jobs in the private sector in the EU.	the roots of this report are based on the fact that smes and micro enterprises currently provide ninety million jobs in the private sector in the eu.	111011	fine-tune	[['GPE', 142, 2], ['CARDINAL', 97, 10]]	[['GPE', 146, 2], ['CARDINAL', 97, 14]]
20140414-0900-PLENARY-18-en_20140414-21:25:23_32	It is estimated that 200 jobs could be created in the next few years as companies return activities to the UK and other parts of Europe.	it is estimated that two hundred zero jobs could be created in the next few years as companies return activities to the uk and other parts of europe.	111011	fine-tune	[['LOC', 129, 6], ['GPE', 107, 2], ['DATE', 47, 21], ['CARDINAL', 21, 3]]	[['LOC', 142, 6], ['GPE', 120, 2], ['DATE', 60, 21], ['CARDINAL', 33, 4], ['CARDINAL', 21, 11]]
